transaction_id,transaction_date,state,district,user_id,gender,age_group,bank_name,account_type,transaction_type,payment_method,upi_app,amount,merchant_category,is_government_payment,scheme_name,failure_status,device_type,internet_type
T0166,2025-01-31,Bihar,Jaipur,U1165,Male,18-24,SBI,Savings,P2P,UPI,BHIM,7830,Electronics,No,PMJDY,Success,Mobile,Broadband
T0167,2025-03-02,Gujarat,Mumbai,U1166,Male,18-24,PNB,JanDhan,P2M,UPI,BHIM,7588,Electronics,No,Subsidy,Success,Desktop,3G
T0168,2025-01-08,Bihar,Jaipur,U1167,Male,45+,PNB,Savings,P2M,UPI,Paytm,6670,Shopping,Yes,Subsidy,Success,Mobile,5G
T0169,2025-03-05,Delhi,Delhi,U1168,Male,25-34,ICICI,Savings,P2M,UPI,GPay,3208,Bills,Yes,NULL,Failed,Desktop,Broadband
T0170,2025-02-28,West Bengal,Delhi,U1169,Female,18-24,SBI,JanDhan,P2M,UPI,BHIM,2651,Bills,No,Subsidy,Success,Desktop,5G
T0171,2025-01-20,Rajasthan,Delhi,U1170,Female,25-34,ICICI,Current,P2M,UPI,GPay,3396,Electronics,No,Subsidy,Failed,Desktop,Broadband
T0172,2025-03-23,West Bengal,Jaipur,U1171,Female,18-24,Axis,JanDhan,P2M,UPI,Paytm,3222,Shopping,Yes,PMJDY,Failed,Desktop,5G
T0173,2025-02-08,Gujarat,Bangalore,U1172,Male,18-24,HDFC,Current,P2P,UPI,Paytm,3326,Shopping,Yes,NULL,Success,Desktop,3G
T0174,2025-02-09,Tamil Nadu,Ahmedabad,U1173,Female,45+,ICICI,Current,P2P,UPI,PhonePe,1408,Shopping,Yes,Subsidy,Success,Mobile,4G
T0175,2025-02-02,Tamil Nadu,Chennai,U1174,Female,25-34,HDFC,Current,BillPay,UPI,BHIM,4486,Electronics,No,NULL,Success,Mobile,3G
T0176,2025-03-22,West Bengal,Patna,U1175,Male,45+,SBI,JanDhan,P2M,UPI,BHIM,1081,Electronics,Yes,PMJDY,Success,Mobile,5G
T0177,2025-03-22,Gujarat,Bangalore,U1176,Male,25-34,HDFC,Savings,BillPay,UPI,GPay,5182,Bills,No,NULL,Failed,Mobile,5G
T0178,2025-01-21,Maharashtra,Jaipur,U1177,Female,35-44,HDFC,Current,P2M,UPI,GPay,7468,Transfer,Yes,NULL,Success,Desktop,3G
T0179,2025-01-19,Delhi,Kolkata,U1178,Female,35-44,PNB,Savings,P2M,UPI,PhonePe,9058,Shopping,Yes,PMJDY,Failed,Desktop,3G
T0180,2025-02-16,Gujarat,Ahmedabad,U1179,Female,18-24,ICICI,Savings,BillPay,UPI,PhonePe,473,Food,Yes,Subsidy,Success,Mobile,3G
T0181,2025-03-18,Tamil Nadu,Chennai,U1180,Female,35-44,ICICI,Savings,BillPay,UPI,PhonePe,9845,Transfer,No,PMJDY,Failed,Desktop,4G
T0182,2025-03-12,Tamil Nadu,Bangalore,U1181,Female,18-24,SBI,JanDhan,P2P,UPI,PhonePe,1182,Shopping,No,PMJDY,Failed,Mobile,4G
T0183,2025-02-04,West Bengal,Chennai,U1182,Female,18-24,ICICI,Current,P2M,UPI,PhonePe,8005,Electronics,Yes,PMJDY,Success,Desktop,3G
T0184,2025-03-10,West Bengal,Chennai,U1183,Male,25-34,Axis,Current,P2P,UPI,PhonePe,2801,Transfer,Yes,Subsidy,Success,Desktop,5G
T0185,2025-03-14,Delhi,Delhi,U1184,Female,45+,SBI,JanDhan,BillPay,UPI,PhonePe,4975,Electronics,No,NULL,Failed,Mobile,3G
T0186,2025-03-16,Gujarat,Chennai,U1185,Female,35-44,SBI,Current,BillPay,UPI,GPay,2471,Food,No,NULL,Failed,Mobile,4G
T0187,2025-01-09,West Bengal,Jaipur,U1186,Female,45+,PNB,JanDhan,BillPay,UPI,Paytm,2934,Food,Yes,NULL,Failed,Desktop,4G
T0188,2025-02-02,West Bengal,Kolkata,U1187,Female,45+,SBI,Current,BillPay,UPI,PhonePe,5453,Bills,Yes,PMJDY,Success,Desktop,3G
T0189,2025-01-10,Karnataka,Jaipur,U1188,Male,35-44,Axis,Savings,P2M,UPI,Paytm,7858,Electronics,No,NULL,Success,Desktop,3G
T0190,2025-01-26,Karnataka,Bangalore,U1189,Male,25-34,SBI,Current,BillPay,UPI,GPay,8137,Bills,No,NULL,Success,Mobile,3G
T0191,2025-02-10,Bihar,Jaipur,U1190,Male,18-24,PNB,Savings,P2M,UPI,Paytm,1352,Transfer,Yes,PMJDY,Failed,Desktop,4G
T0192,2025-02-11,Karnataka,Chennai,U1191,Male,18-24,SBI,JanDhan,BillPay,UPI,Paytm,5407,Shopping,No,Subsidy,Success,Desktop,5G
T0193,2025-02-16,Delhi,Jaipur,U1192,Male,35-44,Axis,Current,P2P,UPI,GPay,3288,Shopping,No,PMJDY,Success,Mobile,5G
T0194,2025-01-12,Gujarat,Delhi,U1193,Male,35-44,HDFC,Current,BillPay,UPI,Paytm,5326,Transfer,No,PMJDY,Failed,Desktop,Broadband
T0195,2025-02-16,Karnataka,Patna,U1194,Female,35-44,PNB,Savings,BillPay,UPI,PhonePe,9324,Electronics,No,NULL,Failed,Mobile,4G
T0196,2025-03-13,Gujarat,Delhi,U1195,Female,45+,HDFC,Current,P2M,UPI,BHIM,5546,Bills,Yes,PMJDY,Success,Desktop,Broadband
T0197,2025-01-09,Karnataka,Kolkata,U1196,Male,35-44,ICICI,JanDhan,P2P,UPI,GPay,5919,Food,Yes,PMJDY,Success,Mobile,Broadband
T0198,2025-02-23,Rajasthan,Delhi,U1197,Female,18-24,PNB,Savings,BillPay,UPI,GPay,9215,Food,Yes,NULL,Failed,Desktop,5G
T0199,2025-03-10,Bihar,Chennai,U1198,Male,18-24,Axis,JanDhan,P2P,UPI,Paytm,8381,Shopping,Yes,NULL,Failed,Mobile,3G
T0200,2025-01-15,Maharashtra,Jaipur,U1199,Male,35-44,HDFC,Savings,P2M,UPI,PhonePe,674,Food,No,Subsidy,Success,Mobile,5G
T0201,2025-02-03,Karnataka,Mumbai,U1200,Male,25-34,ICICI,Current,BillPay,UPI,BHIM,3649,Shopping,No,Subsidy,Failed,Mobile,4G
T0202,2025-03-02,Bihar,Jaipur,U1201,Male,45+,ICICI,Savings,P2P,UPI,Paytm,879,Transfer,No,PMJDY,Success,Desktop,3G
T0203,2025-02-03,Tamil Nadu,Jaipur,U1202,Female,45+,Axis,Current,P2P,UPI,PhonePe,5163,Electronics,No,PMJDY,Success,Mobile,3G
T0204,2025-02-02,Delhi,Delhi,U1203,Female,35-44,SBI,JanDhan,P2M,UPI,GPay,5992,Shopping,No,NULL,Failed,Mobile,5G
T0205,2025-02-22,Gujarat,Chennai,U1204,Female,18-24,HDFC,Savings,BillPay,UPI,BHIM,8998,Transfer,No,Subsidy,Success,Desktop,4G
T0206,2025-01-20,Karnataka,Bangalore,U1205,Female,18-24,PNB,Savings,P2P,UPI,Paytm,3472,Transfer,Yes,NULL,Failed,Mobile,3G
T0207,2025-02-15,Tamil Nadu,Chennai,U1206,Male,18-24,SBI,Savings,P2P,UPI,PhonePe,1723,Electronics,Yes,PMJDY,Failed,Mobile,Broadband
T0208,2025-01-24,Tamil Nadu,Delhi,U1207,Male,45+,HDFC,Savings,BillPay,UPI,GPay,7475,Transfer,No,Subsidy,Failed,Desktop,4G
T0209,2025-01-27,Tamil Nadu,Ahmedabad,U1208,Female,18-24,SBI,JanDhan,P2M,UPI,BHIM,9396,Shopping,No,PMJDY,Failed,Desktop,Broadband
T0210,2025-01-23,Tamil Nadu,Mumbai,U1209,Female,45+,ICICI,Current,BillPay,UPI,PhonePe,2009,Electronics,No,Subsidy,Failed,Mobile,4G
T0211,2025-03-13,Karnataka,Kolkata,U1210,Male,45+,HDFC,Savings,P2M,UPI,PhonePe,8237,Transfer,No,PMJDY,Success,Desktop,4G
T0212,2025-03-12,Karnataka,Mumbai,U1211,Female,35-44,Axis,Savings,BillPay,UPI,BHIM,8083,Shopping,No,Subsidy,Failed,Desktop,5G
T0213,2025-03-16,Karnataka,Mumbai,U1212,Male,35-44,Axis,JanDhan,P2M,UPI,PhonePe,4822,Food,Yes,Subsidy,Failed,Mobile,3G
T0214,2025-02-09,Gujarat,Delhi,U1213,Female,25-34,Axis,JanDhan,BillPay,UPI,Paytm,118,Transfer,No,PMJDY,Failed,Mobile,5G
T0215,2025-02-03,Karnataka,Kolkata,U1214,Female,35-44,PNB,JanDhan,BillPay,UPI,Paytm,7124,Transfer,Yes,NULL,Success,Desktop,4G
T0216,2025-01-12,Bihar,Kolkata,U1215,Female,45+,HDFC,JanDhan,P2M,UPI,BHIM,7910,Bills,Yes,PMJDY,Failed,Desktop,5G
T0217,2025-01-03,West Bengal,Chennai,U1216,Male,35-44,SBI,JanDhan,BillPay,UPI,PhonePe,3097,Bills,Yes,Subsidy,Failed,Mobile,3G
T0218,2025-02-25,Tamil Nadu,Delhi,U1217,Male,45+,PNB,Current,BillPay,UPI,PhonePe,5621,Electronics,No,Subsidy,Failed,Mobile,5G
T0219,2025-01-24,Tamil Nadu,Chennai,U1218,Female,25-34,Axis,Current,P2M,UPI,GPay,3032,Bills,Yes,Subsidy,Failed,Desktop,5G
T0220,2025-02-24,Rajasthan,Kolkata,U1219,Male,18-24,SBI,JanDhan,P2M,UPI,Paytm,9776,Bills,No,PMJDY,Failed,Mobile,5G
T0221,2025-01-13,Gujarat,Kolkata,U1220,Female,45+,ICICI,Current,P2M,UPI,BHIM,2377,Transfer,Yes,NULL,Failed,Desktop,5G
T0222,2025-01-04,Bihar,Jaipur,U1221,Male,25-34,ICICI,Savings,P2M,UPI,GPay,6067,Food,Yes,NULL,Success,Mobile,5G
T0223,2025-01-06,Gujarat,Jaipur,U1222,Female,18-24,HDFC,Savings,BillPay,UPI,Paytm,7814,Bills,Yes,Subsidy,Failed,Mobile,3G
T0224,2025-03-12,Rajasthan,Delhi,U1223,Female,35-44,PNB,Current,BillPay,UPI,PhonePe,2118,Electronics,Yes,NULL,Success,Mobile,Broadband
T0225,2025-03-14,Tamil Nadu,Kolkata,U1224,Male,35-44,Axis,Current,P2M,UPI,BHIM,1901,Transfer,No,PMJDY,Success,Mobile,3G
T0226,2025-02-20,Bihar,Bangalore,U1225,Female,35-44,PNB,Current,P2P,UPI,PhonePe,7708,Bills,Yes,PMJDY,Success,Mobile,Broadband
T0227,2025-01-25,Tamil Nadu,Ahmedabad,U1226,Male,45+,ICICI,JanDhan,BillPay,UPI,GPay,9614,Shopping,Yes,PMJDY,Success,Desktop,5G
T0228,2025-01-10,Gujarat,Mumbai,U1227,Male,35-44,ICICI,Current,P2P,UPI,GPay,8165,Shopping,Yes,NULL,Failed,Desktop,Broadband
T0229,2025-03-15,Delhi,Mumbai,U1228,Female,18-24,SBI,Current,P2M,UPI,BHIM,3324,Shopping,No,PMJDY,Failed,Desktop,Broadband
T0230,2025-02-27,Bihar,Patna,U1229,Female,45+,HDFC,Savings,P2P,UPI,BHIM,715,Transfer,Yes,Subsidy,Failed,Mobile,3G
T0231,2025-03-14,Karnataka,Kolkata,U1230,Female,35-44,Axis,Current,P2M,UPI,Paytm,1518,Shopping,Yes,Subsidy,Success,Desktop,4G
T0232,2025-03-15,West Bengal,Bangalore,U1231,Male,35-44,ICICI,Savings,P2P,UPI,BHIM,4409,Bills,No,NULL,Failed,Desktop,5G
T0233,2025-01-17,West Bengal,Delhi,U1232,Female,18-24,HDFC,JanDhan,BillPay,UPI,GPay,8144,Transfer,Yes,NULL,Success,Mobile,Broadband
T0234,2025-02-26,Rajasthan,Delhi,U1233,Female,25-34,Axis,JanDhan,P2M,UPI,Paytm,7247,Transfer,Yes,PMJDY,Success,Desktop,3G
T0235,2025-02-09,Bihar,Delhi,U1234,Male,25-34,HDFC,Savings,P2M,UPI,BHIM,8121,Electronics,Yes,PMJDY,Failed,Desktop,Broadband
T0236,2025-02-15,Maharashtra,Chennai,U1235,Male,18-24,Axis,Savings,P2M,UPI,GPay,4588,Bills,Yes,NULL,Success,Mobile,4G
T0237,2025-01-31,Gujarat,Jaipur,U1236,Female,45+,Axis,Savings,P2M,UPI,GPay,7947,Food,No,PMJDY,Failed,Desktop,Broadband
T0238,2025-03-10,Bihar,Delhi,U1237,Female,35-44,SBI,Savings,P2P,UPI,PhonePe,844,Shopping,No,NULL,Failed,Desktop,3G
T0239,2025-02-20,Karnataka,Mumbai,U1238,Female,45+,HDFC,JanDhan,P2P,UPI,PhonePe,712,Food,Yes,PMJDY,Failed,Mobile,3G
T0240,2025-03-10,Rajasthan,Kolkata,U1239,Male,18-24,Axis,Savings,P2P,UPI,PhonePe,7104,Bills,Yes,NULL,Success,Desktop,3G
T0241,2025-03-07,Karnataka,Kolkata,U1240,Male,18-24,ICICI,Savings,P2P,UPI,GPay,6723,Shopping,Yes,PMJDY,Success,Mobile,3G
T0242,2025-01-22,Tamil Nadu,Chennai,U1241,Female,45+,Axis,JanDhan,BillPay,UPI,PhonePe,1681,Transfer,No,NULL,Failed,Desktop,4G
T0243,2025-01-02,Bihar,Jaipur,U1242,Male,25-34,Axis,Current,P2M,UPI,PhonePe,3228,Transfer,No,PMJDY,Failed,Desktop,3G
T0244,2025-01-11,Bihar,Mumbai,U1243,Male,45+,HDFC,Current,BillPay,UPI,Paytm,4355,Food,Yes,PMJDY,Failed,Mobile,Broadband
T0245,2025-01-05,Tamil Nadu,Delhi,U1244,Female,18-24,Axis,JanDhan,P2P,UPI,PhonePe,5407,Shopping,No,Subsidy,Failed,Mobile,4G
T0246,2025-02-14,Gujarat,Kolkata,U1245,Female,45+,HDFC,Current,P2M,UPI,BHIM,319,Shopping,No,PMJDY,Failed,Mobile,3G
T0247,2025-01-08,Rajasthan,Jaipur,U1246,Male,25-34,ICICI,Savings,BillPay,UPI,GPay,5716,Bills,No,PMJDY,Failed,Desktop,5G
T0248,2025-01-03,Bihar,Chennai,U1247,Male,18-24,PNB,JanDhan,P2M,UPI,BHIM,4876,Electronics,No,NULL,Success,Desktop,Broadband
T0249,2025-01-14,Maharashtra,Ahmedabad,U1248,Male,18-24,HDFC,Current,BillPay,UPI,BHIM,6034,Shopping,Yes,Subsidy,Success,Mobile,3G
T0250,2025-02-04,Bihar,Bangalore,U1249,Female,18-24,PNB,Current,P2P,UPI,PhonePe,4389,Shopping,No,NULL,Failed,Mobile,4G
T0251,2025-03-09,Karnataka,Jaipur,U1250,Male,35-44,HDFC,Savings,P2M,UPI,Paytm,6771,Bills,Yes,NULL,Failed,Desktop,Broadband
T0252,2025-01-18,Bihar,Delhi,U1251,Female,25-34,HDFC,Savings,P2P,UPI,PhonePe,8128,Shopping,Yes,PMJDY,Failed,Mobile,Broadband
T0253,2025-03-29,Rajasthan,Kolkata,U1252,Male,18-24,ICICI,JanDhan,P2M,UPI,BHIM,8640,Shopping,No,PMJDY,Success,Desktop,3G
T0254,2025-02-26,Maharashtra,Ahmedabad,U1253,Female,25-34,ICICI,Current,BillPay,UPI,PhonePe,8312,Bills,Yes,Subsidy,Failed,Desktop,5G
T0255,2025-03-01,Delhi,Chennai,U1254,Female,25-34,ICICI,Savings,P2P,UPI,GPay,7917,Transfer,No,Subsidy,Success,Mobile,Broadband
T0256,2025-03-26,Karnataka,Jaipur,U1255,Female,25-34,PNB,Savings,P2P,UPI,BHIM,3351,Bills,No,NULL,Success,Mobile,Broadband
T0257,2025-03-20,Tamil Nadu,Jaipur,U1256,Male,35-44,ICICI,Savings,BillPay,UPI,PhonePe,1583,Bills,Yes,Subsidy,Success,Mobile,3G
T0258,2025-02-02,Gujarat,Delhi,U1257,Female,35-44,HDFC,Savings,P2M,UPI,GPay,4066,Electronics,Yes,PMJDY,Success,Desktop,5G
T0259,2025-02-10,Gujarat,Chennai,U1258,Female,18-24,PNB,Savings,P2P,UPI,GPay,9291,Food,Yes,Subsidy,Failed,Desktop,4G
T0260,2025-03-22,Delhi,Ahmedabad,U1259,Male,18-24,HDFC,Savings,P2P,UPI,PhonePe,6310,Electronics,No,NULL,Failed,Desktop,5G
T0261,2025-03-04,Gujarat,Patna,U1260,Female,35-44,SBI,Savings,P2M,UPI,PhonePe,9823,Electronics,No,PMJDY,Success,Desktop,5G
T0262,2025-01-30,Delhi,Mumbai,U1261,Male,35-44,SBI,JanDhan,P2P,UPI,Paytm,1765,Shopping,Yes,Subsidy,Failed,Desktop,Broadband
T0263,2025-03-07,Delhi,Bangalore,U1262,Male,25-34,ICICI,JanDhan,BillPay,UPI,BHIM,2028,Electronics,Yes,Subsidy,Success,Desktop,3G
T0264,2025-03-28,Gujarat,Chennai,U1263,Male,25-34,SBI,Current,P2M,UPI,Paytm,2707,Electronics,Yes,NULL,Failed,Mobile,3G
T0265,2025-02-19,West Bengal,Bangalore,U1264,Male,45+,HDFC,Current,P2P,UPI,Paytm,4397,Transfer,Yes,NULL,Failed,Mobile,4G
T0266,2025-02-21,Gujarat,Patna,U1265,Male,45+,Axis,JanDhan,P2M,UPI,BHIM,2901,Electronics,Yes,NULL,Success,Desktop,5G
T0267,2025-01-25,West Bengal,Chennai,U1266,Male,45+,ICICI,JanDhan,P2P,UPI,BHIM,640,Transfer,No,Subsidy,Success,Desktop,3G
T0268,2025-01-28,Tamil Nadu,Delhi,U1267,Male,18-24,HDFC,Savings,BillPay,UPI,PhonePe,2627,Transfer,Yes,Subsidy,Success,Desktop,Broadband
T0269,2025-01-30,Tamil Nadu,Mumbai,U1268,Female,45+,PNB,Savings,P2P,UPI,BHIM,1082,Transfer,Yes,Subsidy,Failed,Mobile,3G
T0270,2025-03-21,Maharashtra,Delhi,U1269,Female,35-44,PNB,JanDhan,P2M,UPI,GPay,3498,Transfer,Yes,Subsidy,Success,Desktop,Broadband
T0271,2025-01-10,West Bengal,Kolkata,U1270,Male,35-44,PNB,JanDhan,P2P,UPI,BHIM,1058,Bills,No,PMJDY,Success,Mobile,Broadband
T0272,2025-03-02,Karnataka,Mumbai,U1271,Male,35-44,SBI,Savings,BillPay,UPI,GPay,7378,Food,Yes,PMJDY,Success,Desktop,4G
T0273,2025-01-26,Tamil Nadu,Bangalore,U1272,Male,45+,HDFC,Savings,P2M,UPI,BHIM,6235,Electronics,Yes,Subsidy,Failed,Desktop,3G
T0274,2025-01-18,Karnataka,Mumbai,U1273,Male,35-44,SBI,Current,P2P,UPI,GPay,8988,Electronics,Yes,Subsidy,Failed,Mobile,4G
T0275,2025-03-11,Maharashtra,Chennai,U1274,Male,35-44,Axis,JanDhan,P2P,UPI,PhonePe,7401,Shopping,No,PMJDY,Success,Mobile,4G
T0276,2025-02-27,Maharashtra,Mumbai,U1275,Female,35-44,PNB,JanDhan,P2P,UPI,GPay,3010,Transfer,Yes,NULL,Success,Desktop,3G
T0277,2025-01-31,Gujarat,Mumbai,U1276,Male,18-24,SBI,Current,P2P,UPI,Paytm,191,Electronics,Yes,NULL,Success,Desktop,3G
T0278,2025-03-31,Tamil Nadu,Bangalore,U1277,Female,18-24,PNB,Current,P2M,UPI,BHIM,7236,Food,No,Subsidy,Success,Mobile,5G
T0279,2025-02-16,Tamil Nadu,Mumbai,U1278,Male,35-44,ICICI,Savings,P2P,UPI,GPay,1559,Transfer,Yes,NULL,Failed,Mobile,4G
T0280,2025-01-25,Karnataka,Chennai,U1279,Female,18-24,HDFC,JanDhan,BillPay,UPI,GPay,8859,Shopping,No,Subsidy,Success,Desktop,3G
T0281,2025-02-01,Maharashtra,Kolkata,U1280,Female,18-24,SBI,Savings,P2M,UPI,PhonePe,7023,Transfer,Yes,Subsidy,Failed,Mobile,3G
T0282,2025-02-06,Bihar,Delhi,U1281,Female,18-24,Axis,Savings,P2P,UPI,BHIM,1085,Transfer,No,NULL,Failed,Desktop,5G
T0283,2025-01-21,West Bengal,Mumbai,U1282,Female,35-44,PNB,Savings,P2M,UPI,GPay,938,Electronics,Yes,Subsidy,Failed,Mobile,3G
T0284,2025-01-20,Gujarat,Kolkata,U1283,Male,25-34,Axis,JanDhan,P2P,UPI,BHIM,7000,Food,No,Subsidy,Success,Desktop,4G
T0285,2025-03-15,Bihar,Delhi,U1284,Male,45+,ICICI,Savings,BillPay,UPI,BHIM,2470,Bills,No,PMJDY,Success,Desktop,3G
T0286,2025-03-06,Delhi,Mumbai,U1285,Female,35-44,Axis,Current,P2P,UPI,BHIM,5062,Shopping,Yes,NULL,Success,Desktop,4G
T0287,2025-01-06,Karnataka,Mumbai,U1286,Female,35-44,Axis,Current,P2M,UPI,BHIM,3616,Bills,No,PMJDY,Success,Mobile,5G
T0288,2025-02-03,Karnataka,Patna,U1287,Female,25-34,ICICI,JanDhan,BillPay,UPI,BHIM,3245,Transfer,No,NULL,Failed,Mobile,3G
T0289,2025-03-03,Gujarat,Ahmedabad,U1288,Male,45+,HDFC,Current,P2M,UPI,BHIM,6365,Transfer,Yes,PMJDY,Success,Mobile,4G
T0290,2025-03-04,Maharashtra,Ahmedabad,U1289,Male,18-24,HDFC,Current,BillPay,UPI,GPay,9187,Shopping,No,PMJDY,Success,Mobile,3G
T0291,2025-03-18,Gujarat,Ahmedabad,U1290,Male,45+,ICICI,Savings,BillPay,UPI,BHIM,9596,Shopping,Yes,NULL,Success,Desktop,4G
T0292,2025-03-27,Maharashtra,Mumbai,U1291,Female,35-44,ICICI,JanDhan,P2P,UPI,PhonePe,916,Shopping,No,Subsidy,Failed,Mobile,5G
T0293,2025-01-19,West Bengal,Mumbai,U1292,Male,25-34,PNB,JanDhan,P2P,UPI,PhonePe,2878,Shopping,No,Subsidy,Success,Mobile,Broadband
T0294,2025-03-07,Delhi,Chennai,U1293,Female,35-44,PNB,JanDhan,P2P,UPI,GPay,2256,Food,Yes,PMJDY,Failed,Mobile,Broadband
T0295,2025-02-07,Gujarat,Bangalore,U1294,Male,35-44,ICICI,JanDhan,BillPay,UPI,BHIM,3861,Electronics,Yes,Subsidy,Success,Desktop,3G
T0296,2025-03-13,Tamil Nadu,Bangalore,U1295,Male,18-24,SBI,Savings,P2M,UPI,PhonePe,3695,Food,No,PMJDY,Failed,Mobile,Broadband
T0297,2025-03-26,Tamil Nadu,Delhi,U1296,Male,45+,PNB,Savings,P2P,UPI,PhonePe,5419,Food,Yes,PMJDY,Failed,Desktop,4G
T0298,2025-03-27,Karnataka,Jaipur,U1297,Female,45+,SBI,Savings,P2P,UPI,BHIM,5292,Food,No,NULL,Success,Desktop,3G
T0299,2025-02-17,West Bengal,Bangalore,U1298,Female,18-24,Axis,JanDhan,P2M,UPI,Paytm,8197,Food,Yes,Subsidy,Failed,Desktop,3G
T0300,2025-02-06,Karnataka,Ahmedabad,U1299,Male,35-44,PNB,Savings,P2P,UPI,Paytm,9847,Bills,Yes,Subsidy,Failed,Desktop,3G
T0301,2025-02-10,Tamil Nadu,Delhi,U1300,Female,18-24,PNB,Savings,BillPay,UPI,PhonePe,346,Shopping,Yes,Subsidy,Success,Desktop,5G
T0302,2025-03-30,Gujarat,Bangalore,U1301,Female,45+,ICICI,Current,BillPay,UPI,GPay,1617,Transfer,No,Subsidy,Failed,Mobile,4G
T0303,2025-01-14,Bihar,Patna,U1302,Female,45+,PNB,Current,P2P,UPI,GPay,5078,Transfer,Yes,NULL,Success,Desktop,Broadband
T0304,2025-01-04,Maharashtra,Bangalore,U1303,Male,25-34,PNB,JanDhan,P2M,UPI,GPay,5549,Food,No,PMJDY,Failed,Desktop,Broadband
T0305,2025-02-15,Tamil Nadu,Ahmedabad,U1304,Female,18-24,HDFC,Savings,BillPay,UPI,Paytm,7204,Transfer,No,NULL,Failed,Desktop,Broadband
T0306,2025-01-15,Delhi,Jaipur,U1305,Female,25-34,HDFC,Current,P2P,UPI,BHIM,5418,Bills,No,PMJDY,Failed,Desktop,5G
T0307,2025-03-31,Tamil Nadu,Chennai,U1306,Male,45+,Axis,Current,BillPay,UPI,GPay,9348,Food,Yes,Subsidy,Failed,Mobile,5G
T0308,2025-01-29,Bihar,Mumbai,U1307,Male,45+,PNB,Current,P2P,UPI,PhonePe,8354,Bills,No,Subsidy,Success,Desktop,Broadband
T0309,2025-02-15,Tamil Nadu,Bangalore,U1308,Male,25-34,Axis,Current,P2P,UPI,GPay,9978,Shopping,No,Subsidy,Failed,Mobile,5G
T0310,2025-02-25,Rajasthan,Kolkata,U1309,Female,18-24,HDFC,Current,P2P,UPI,Paytm,3030,Shopping,No,PMJDY,Success,Mobile,3G
T0311,2025-01-17,Rajasthan,Delhi,U1310,Female,25-34,HDFC,Current,P2M,UPI,Paytm,3840,Transfer,Yes,Subsidy,Failed,Desktop,Broadband
T0312,2025-01-27,Karnataka,Jaipur,U1311,Female,35-44,Axis,JanDhan,BillPay,UPI,GPay,4422,Transfer,No,NULL,Failed,Desktop,4G
T0313,2025-02-13,Rajasthan,Mumbai,U1312,Female,25-34,ICICI,Current,BillPay,UPI,GPay,9788,Transfer,Yes,Subsidy,Success,Desktop,Broadband
T0314,2025-02-22,Karnataka,Mumbai,U1313,Male,25-34,PNB,Current,P2M,UPI,Paytm,5881,Shopping,No,PMJDY,Failed,Mobile,3G
T0315,2025-02-24,Maharashtra,Mumbai,U1314,Female,35-44,SBI,Savings,P2P,UPI,Paytm,7424,Bills,Yes,NULL,Failed,Mobile,5G
T0316,2025-01-17,Gujarat,Jaipur,U1315,Female,35-44,PNB,Current,BillPay,UPI,GPay,1098,Transfer,No,NULL,Success,Mobile,5G
T0317,2025-03-30,Rajasthan,Patna,U1316,Male,25-34,Axis,JanDhan,P2M,UPI,GPay,7518,Transfer,Yes,Subsidy,Failed,Mobile,Broadband
T0318,2025-03-22,Karnataka,Bangalore,U1317,Male,35-44,PNB,Savings,P2P,UPI,GPay,265,Bills,Yes,NULL,Success,Desktop,5G
T0319,2025-03-11,Gujarat,Bangalore,U1318,Female,25-34,PNB,Current,P2P,UPI,GPay,9551,Food,No,Subsidy,Success,Desktop,3G
T0320,2025-03-27,Delhi,Delhi,U1319,Male,25-34,PNB,JanDhan,BillPay,UPI,PhonePe,8364,Bills,No,Subsidy,Success,Desktop,5G
T0321,2025-03-10,West Bengal,Patna,U1320,Male,45+,HDFC,JanDhan,BillPay,UPI,Paytm,8465,Transfer,No,Subsidy,Success,Mobile,Broadband
T0322,2025-02-17,Karnataka,Ahmedabad,U1321,Male,45+,HDFC,JanDhan,P2P,UPI,GPay,8242,Food,No,PMJDY,Success,Mobile,4G
T0323,2025-02-14,Delhi,Bangalore,U1322,Male,35-44,ICICI,JanDhan,P2P,UPI,GPay,6319,Shopping,Yes,PMJDY,Success,Desktop,3G
T0324,2025-02-15,Bihar,Patna,U1323,Male,18-24,Axis,Current,P2M,UPI,PhonePe,9553,Electronics,Yes,Subsidy,Success,Desktop,5G
T0325,2025-03-17,Tamil Nadu,Chennai,U1324,Male,35-44,Axis,Current,P2M,UPI,GPay,7007,Shopping,Yes,PMJDY,Failed,Mobile,3G
T0326,2025-01-19,West Bengal,Ahmedabad,U1325,Female,18-24,SBI,JanDhan,BillPay,UPI,Paytm,2536,Bills,No,NULL,Success,Desktop,4G
T0327,2025-01-16,Rajasthan,Patna,U1326,Male,25-34,ICICI,Savings,P2P,UPI,Paytm,6056,Transfer,Yes,NULL,Success,Mobile,4G
T0328,2025-02-23,Delhi,Chennai,U1327,Female,45+,HDFC,Current,P2P,UPI,BHIM,849,Bills,Yes,NULL,Success,Mobile,5G
T0329,2025-02-07,West Bengal,Kolkata,U1328,Male,35-44,Axis,Current,P2M,UPI,BHIM,6805,Shopping,Yes,Subsidy,Success,Mobile,5G
T0330,2025-02-09,Delhi,Patna,U1329,Male,45+,SBI,Current,P2P,UPI,Paytm,9339,Electronics,No,NULL,Success,Mobile,5G
T0331,2025-02-14,Rajasthan,Chennai,U1330,Male,35-44,ICICI,Savings,P2M,UPI,BHIM,2663,Food,Yes,NULL,Failed,Desktop,5G
